0,1,2
0.0,4.994736833628474,9.523016705479414
0.0,3.2313663607097096,5.374753695959615
1.0,8.87303598624978,9.645759173141725
0.0,5.092684889215974,8.261372371869344
0.0,4.947747722995698,8.718474239995222
1.0,3.755858305759681,1.7785569638245935
1.0,7.31120784745709,4.87181274227346
1.0,4.223171145302779,5.411518853953044
1.0,4.542515939180281,8.553184314630474
0.0,1.0115598478718393,2.141426369180637
1.0,5.837816009718917,8.730491254032529
1.0,10.571784943631387,3.903708891079285
1.0,11.227502679074096,10.858146604135797
0.0,2.757283440600029,7.598727326567461
0.0,5.551832131309314,5.411592793310119
1.0,8.463519472549216,1.2664000174359122
1.0,6.5024677898663406,10.788213274369543
1.0,4.802167474237296,7.156718097343264
0.0,6.6694642133898165,8.150489458089451
0.0,7.059902091072644,7.101331098002716
0.0,7.218191778540416,10.792951291508679
1.0,4.22319563607694,8.860696145631069
1.0,10.570127276664644,9.14085925099737
0.0,4.837627768445229,4.5872821000238755
1.0,11.467085963002415,10.75303321561287
1.0,3.388913946889268,5.556408628285398
1.0,7.869730473795682,3.86958913976596
0.0,7.393282342664853,12.538336265312555
1.0,11.195979993027851,8.201067813503194
0.0,11.922997111437073,16.71428457107988
0.0,8.851563651164533,9.250769190756248
1.0,11.255283888375354,8.329680704452008
1.0,3.4039168332999648,3.5926695733975107
0.0,5.928767420833682,7.335521794302004
0.0,6.941174551409514,7.324018479264628
1.0,7.635436319213675,10.513570414884997
0.0,6.939827548428219,7.357300522476717
1.0,10.182625221358867,6.961132298360338
0.0,5.278969667526505,6.823649740008827
1.0,6.881771213311036,4.555035624943155
0.0,11.563581311530404,13.648751798257255
1.0,8.016176742789625,1.2353499011062867
1.0,4.594665867891595,9.566335223402136
0.0,1.1135975032193457,1.7728605486464604
0.0,11.814215717961705,15.230259199642516
0.0,6.5284882441804735,7.438526910694795
0.0,9.921341625417481,13.389020531263302
0.0,7.147140605982737,7.144267007146717
1.0,4.8008565438675985,9.879963532164883
1.0,11.812366599928934,5.235615508950417
1.0,5.713642933548151,7.059221928195496
0.0,10.07401926770231,12.152423587418358
0.0,3.7148410393107016,5.127411917089821
0.0,6.99971536105545,8.884271742470467
0.0,6.217675279743544,8.010514212589568
0.0,10.146780454084752,15.788600223080154
0.0,4.381998034086776,7.608068260819102
0.0,11.642540092634,15.381427054470825
0.0,4.661347161566458,9.978427024036755
0.0,9.448234376355947,11.0832473399365
0.0,7.7701608451917075,11.893671259868764
1.0,5.489597897074882,10.827566351054859
1.0,4.5331119415050445,4.708035148525697
0.0,9.192463165141204,9.094493971627461
1.0,4.8894487161906435,4.458992435202158
0.0,7.857451842705207,12.006172308171294
1.0,2.9915064089209302,6.903879663968699
0.0,2.6722877572142205,3.0999416964973903
0.0,3.0490980806071843,5.1636493439101585
0.0,4.771555816786225,6.948853436322977
1.0,8.883439198981655,7.19623563376668
1.0,4.911304281045887,5.217718885785786
0.0,4.356793703746802,6.941111761402018
